Waste_Type,Material,Toxicity,Recyclable,Energy_Recovery,City
Metal,Iron,Low,Yes,Low,Rajkot
Paper,Office Paper,High,No,Medium,Bhavnagar
Paper,Newspaper,Medium,Yes,High,Bhavnagar
Metal,Steel,High,Yes,Medium,Jamnagar
Organic,Garden Waste,Low,No,Low,Bhavnagar
Organic,Food Waste,High,Yes,High,Surat
E-Waste,Wires,Low,No,Low,Bhavnagar
Paper,Cardboard,High,No,Medium,Jamnagar
E-Waste,Battery,Low,Yes,Low,Vadodara
E-Waste,Circuit Board,Medium,No,High,Surat
Organic,Garden Waste,Medium,No,High,Bhavnagar
Plastic,HDPE,High,No,Medium,Surat
Metal,Steel,Medium,Yes,Low,Jamnagar
Metal,Aluminium,Low,Yes,Low,Vadodara
Organic,Garden Waste,Low,No,Low,Vadodara
Organic,Food Waste,Low,Yes,Low,Surat
Metal,Iron,High,Yes,Medium,Jamnagar
Organic,Biodegradable,Medium,No,High,Gandhinagar
Plastic,PET,High,Yes,High,Bhavnagar
Paper,Newspaper,High,Yes,High,Jamnagar
Metal,Aluminium,High,Yes,Low,Bhavnagar
Metal,Aluminium,High,Yes,High,Vadodara
Metal,Aluminium,High,Yes,High,Rajkot
E-Waste,Circuit Board,High,No,Medium,Rajkot
Metal,Iron,Medium,No,Low,Gandhinagar
Paper,Cardboard,Medium,Yes,Medium,Ahmedabad
Organic,Biodegradable,Medium,No,High,Surat
Plastic,PET,High,Yes,High,Bhavnagar
Plastic,PVC,Medium,No,Low,Jamnagar
Plastic,PVC,Low,Yes,Low,Gandhinagar
Organic,Garden Waste,Low,Yes,Medium,Bhavnagar
Organic,Biodegradable,Medium,Yes,High,Bhavnagar
E-Waste,Wires,High,Yes,High,Surat
Plastic,HDPE,High,Yes,Low,Vadodara
Paper,Cardboard,Low,No,Low,Rajkot
E-Waste,Battery,Low,No,Low,Vadodara
Paper,Office Paper,Low,No,Low,Bhavnagar
E-Waste,Wires,Low,Yes,High,Gandhinagar
Plastic,HDPE,High,No,High,Bhavnagar
Organic,Garden Waste,Medium,No,High,Ahmedabad
E-Waste,Wires,Low,No,Medium,Gandhinagar
Plastic,PET,Low,No,Medium,Gandhinagar
Paper,Cardboard,Low,Yes,Medium,Rajkot
Paper,Newspaper,Low,No,High,Bhavnagar
E-Waste,Wires,High,Yes,High,Rajkot
Plastic,PET,Low,No,Medium,Surat
Metal,Steel,High,Yes,High,Jamnagar
Organic,Food Waste,Medium,No,Medium,Gandhinagar
Metal,Iron,Medium,Yes,Medium,Bhavnagar
Organic,Biodegradable,Low,Yes,High,Gandhinagar
Metal,Iron,Medium,No,Medium,Jamnagar
Paper,Office Paper,Medium,No,Low,Vadodara
Organic,Food Waste,Low,Yes,Low,Jamnagar
E-Waste,Battery,Medium,No,Medium,Bhavnagar
Plastic,PET,Medium,No,Low,Rajkot
Metal,Steel,High,Yes,Low,Surat
E-Waste,Circuit Board,Low,No,Low,Bhavnagar
Paper,Office Paper,Medium,Yes,High,Vadodara
Organic,Garden Waste,High,Yes,High,Rajkot
Metal,Aluminium,Low,No,Medium,Ahmedabad
Plastic,HDPE,High,Yes,Low,Rajkot
E-Waste,Battery,High,No,Low,Ahmedabad
E-Waste,Wires,Medium,No,Low,Rajkot
E-Waste,Battery,High,No,Medium,Surat
Paper,Cardboard,High,No,Low,Jamnagar
Plastic,PET,High,Yes,High,Jamnagar
E-Waste,Battery,Medium,Yes,High,Bhavnagar
Plastic,HDPE,High,No,Low,Gandhinagar
Plastic,PET,Medium,Yes,High,Bhavnagar
Plastic,PVC,High,Yes,Low,Ahmedabad
E-Waste,Battery,Low,No,Low,Bhavnagar
Plastic,PET,High,Yes,Low,Rajkot
Organic,Food Waste,High,No,Medium,Ahmedabad
Paper,Office Paper,High,No,High,Jamnagar
E-Waste,Circuit Board,High,Yes,Medium,Gandhinagar
Plastic,PET,Medium,Yes,Low,Gandhinagar
Metal,Iron,Low,No,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,Medium,Ahmedabad
Metal,Steel,High,Yes,Low,Jamnagar
E-Waste,Wires,High,Yes,High,Bhavnagar
Paper,Newspaper,Medium,Yes,High,Ahmedabad
Organic,Food Waste,Low,Yes,Medium,Jamnagar
Plastic,HDPE,Medium,No,Low,Ahmedabad
E-Waste,Wires,High,Yes,Low,Vadodara
Plastic,PVC,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Low,No,High,Jamnagar
Paper,Office Paper,High,No,Low,Gandhinagar
Plastic,PVC,Medium,No,High,Surat
E-Waste,Wires,Low,No,High,Bhavnagar
Paper,Cardboard,Medium,No,Low,Vadodara
Plastic,PET,High,Yes,Low,Gandhinagar
E-Waste,Circuit Board,High,Yes,Medium,Gandhinagar
E-Waste,Circuit Board,High,No,Medium,Ahmedabad
Organic,Biodegradable,High,No,High,Gandhinagar
Metal,Iron,Medium,No,High,Bhavnagar
Organic,Biodegradable,High,No,High,Jamnagar
Organic,Food Waste,High,No,Medium,Jamnagar
Paper,Newspaper,High,Yes,Low,Surat
Organic,Food Waste,High,Yes,Low,Ahmedabad
Metal,Iron,High,No,High,Ahmedabad
Organic,Garden Waste,Low,Yes,Medium,Bhavnagar
Metal,Iron,High,No,Low,Gandhinagar
Organic,Garden Waste,Medium,Yes,Medium,Jamnagar
Metal,Aluminium,Low,Yes,Medium,Vadodara
Organic,Food Waste,Low,Yes,Medium,Surat
Metal,Steel,Low,Yes,Low,Ahmedabad
Plastic,HDPE,Medium,No,Medium,Vadodara
Plastic,PVC,Low,Yes,Low,Jamnagar
Metal,Steel,High,Yes,Low,Surat
Paper,Office Paper,Low,Yes,Medium,Gandhinagar
Organic,Food Waste,High,No,Medium,Vadodara
Metal,Aluminium,Medium,No,Low,Ahmedabad
Plastic,PET,Medium,No,High,Surat
Plastic,HDPE,Low,Yes,High,Bhavnagar
Metal,Aluminium,High,Yes,Medium,Ahmedabad
E-Waste,Battery,Medium,No,Medium,Rajkot
Paper,Cardboard,High,No,Medium,Gandhinagar
Metal,Iron,Medium,Yes,Low,Surat
E-Waste,Circuit Board,Low,No,High,Jamnagar
Organic,Garden Waste,High,Yes,High,Bhavnagar
E-Waste,Battery,Medium,No,Low,Surat
Metal,Aluminium,High,Yes,High,Surat
E-Waste,Circuit Board,High,Yes,Low,Surat
Organic,Biodegradable,Medium,Yes,High,Surat
Plastic,HDPE,Medium,No,High,Ahmedabad
E-Waste,Battery,Medium,No,High,Jamnagar
Paper,Office Paper,Low,No,Low,Ahmedabad
E-Waste,Circuit Board,High,No,Medium,Rajkot
E-Waste,Wires,Low,Yes,Medium,Gandhinagar
Paper,Cardboard,High,No,Medium,Surat
E-Waste,Wires,High,No,Medium,Surat
Metal,Steel,High,Yes,High,Surat
Paper,Cardboard,Medium,No,High,Jamnagar
Metal,Steel,Low,No,Medium,Rajkot
Plastic,PVC,Medium,Yes,Low,Surat
E-Waste,Wires,Low,No,High,Gandhinagar
Organic,Biodegradable,High,Yes,High,Vadodara
Plastic,PVC,Low,No,Medium,Vadodara
Plastic,PVC,High,No,Medium,Ahmedabad
E-Waste,Circuit Board,Medium,Yes,High,Jamnagar
Plastic,PVC,Medium,Yes,Medium,Jamnagar
Metal,Iron,Medium,No,High,Jamnagar
Metal,Aluminium,Medium,No,Low,Vadodara
Paper,Cardboard,High,Yes,High,Jamnagar
Paper,Office Paper,High,Yes,Low,Vadodara
Paper,Cardboard,Low,No,Low,Gandhinagar
Paper,Cardboard,Medium,No,High,Jamnagar
E-Waste,Circuit Board,Low,Yes,Low,Jamnagar
Organic,Biodegradable,Medium,No,High,Jamnagar
Organic,Garden Waste,Medium,No,Low,Rajkot
Plastic,PVC,Low,No,High,Gandhinagar
Organic,Garden Waste,Low,Yes,High,Bhavnagar
Plastic,PET,High,No,High,Gandhinagar
Plastic,PET,Low,Yes,Low,Jamnagar
Paper,Office Paper,High,No,High,Jamnagar
E-Waste,Circuit Board,Medium,No,Low,Ahmedabad
Plastic,PVC,Low,No,Medium,Surat
Plastic,PVC,High,No,Medium,Jamnagar
Organic,Biodegradable,Medium,No,Low,Vadodara
E-Waste,Circuit Board,Low,Yes,Medium,Rajkot
Plastic,PVC,High,No,Medium,Vadodara
Organic,Biodegradable,High,No,Low,Jamnagar
Organic,Food Waste,Low,No,High,Surat
E-Waste,Battery,Medium,Yes,Medium,Rajkot
Organic,Garden Waste,Medium,Yes,Low,Ahmedabad
Organic,Biodegradable,Medium,Yes,Medium,Ahmedabad
Metal,Steel,Low,No,Low,Surat
Metal,Aluminium,Medium,No,Low,Rajkot
E-Waste,Circuit Board,Low,No,High,Gandhinagar
Organic,Biodegradable,Medium,Yes,High,Gandhinagar
Metal,Aluminium,High,Yes,High,Rajkot
Metal,Steel,High,Yes,Medium,Jamnagar
Organic,Garden Waste,High,No,High,Jamnagar
Metal,Aluminium,High,No,Low,Bhavnagar
E-Waste,Wires,Low,Yes,Medium,Vadodara
Plastic,HDPE,Low,Yes,Medium,Surat
Plastic,PVC,Medium,Yes,Medium,Gandhinagar
Metal,Iron,Low,No,High,Rajkot
Organic,Biodegradable,Low,Yes,High,Surat
Paper,Cardboard,High,No,Low,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Medium,Vadodara
E-Waste,Circuit Board,High,No,High,Surat
Paper,Office Paper,High,No,Low,Vadodara
Organic,Biodegradable,Low,Yes,Medium,Rajkot
Metal,Iron,Low,Yes,Low,Jamnagar
E-Waste,Wires,High,Yes,High,Jamnagar
Organic,Food Waste,Low,Yes,Low,Jamnagar
Plastic,HDPE,Medium,No,Medium,Vadodara
Plastic,HDPE,Medium,Yes,Medium,Jamnagar
Organic,Garden Waste,High,Yes,Low,Surat
Plastic,PVC,Low,No,Medium,Surat
Paper,Office Paper,High,No,Medium,Surat
E-Waste,Battery,High,Yes,High,Vadodara
Plastic,PVC,High,No,Low,Ahmedabad
Plastic,PET,Medium,Yes,High,Rajkot
Metal,Iron,Medium,No,Low,Jamnagar
Plastic,HDPE,Low,Yes,Low,Ahmedabad
E-Waste,Wires,Medium,No,Medium,Jamnagar
Metal,Steel,High,No,Low,Jamnagar
E-Waste,Circuit Board,Low,No,Low,Vadodara
E-Waste,Wires,High,Yes,High,Gandhinagar
Paper,Newspaper,Medium,Yes,High,Gandhinagar
Paper,Newspaper,Medium,No,Low,Bhavnagar
Plastic,HDPE,Low,No,Low,Jamnagar
Organic,Food Waste,High,No,Medium,Rajkot
Paper,Newspaper,High,Yes,Low,Gandhinagar
Organic,Garden Waste,High,No,Low,Jamnagar
Plastic,PET,Low,No,High,Rajkot
Plastic,HDPE,High,No,High,Bhavnagar
Organic,Biodegradable,High,No,Medium,Vadodara
Metal,Aluminium,Low,No,Low,Ahmedabad
E-Waste,Circuit Board,Medium,Yes,High,Gandhinagar
E-Waste,Circuit Board,Low,Yes,High,Vadodara
Organic,Garden Waste,High,No,Low,Bhavnagar
Paper,Cardboard,Low,Yes,Low,Jamnagar
Paper,Office Paper,Low,No,High,Gandhinagar
Organic,Biodegradable,Low,No,Medium,Surat
E-Waste,Battery,Low,Yes,Low,Ahmedabad
Organic,Food Waste,High,No,Low,Rajkot
Paper,Newspaper,Medium,No,Low,Bhavnagar
E-Waste,Wires,Low,Yes,Medium,Ahmedabad
Metal,Iron,Low,Yes,High,Jamnagar
Organic,Biodegradable,High,No,High,Vadodara
E-Waste,Circuit Board,Medium,No,Medium,Gandhinagar
Plastic,PVC,High,Yes,High,Jamnagar
Paper,Office Paper,High,Yes,High,Ahmedabad
Paper,Cardboard,Medium,No,High,Jamnagar
Organic,Garden Waste,Medium,Yes,Low,Rajkot
E-Waste,Wires,Low,Yes,Medium,Vadodara
Paper,Office Paper,Medium,Yes,High,Rajkot
Plastic,HDPE,Low,Yes,Medium,Vadodara
Paper,Cardboard,High,Yes,Medium,Surat
Organic,Food Waste,Low,Yes,Low,Jamnagar
Paper,Office Paper,High,Yes,High,Gandhinagar
Paper,Cardboard,High,No,Low,Gandhinagar
Plastic,PVC,Low,Yes,Medium,Jamnagar
Plastic,HDPE,High,Yes,Low,Surat
E-Waste,Wires,High,No,Medium,Rajkot
Metal,Iron,Medium,Yes,Low,Bhavnagar
Paper,Office Paper,Medium,No,Medium,Jamnagar
Plastic,PET,Medium,No,Low,Rajkot
E-Waste,Battery,High,Yes,Low,Rajkot
E-Waste,Circuit Board,Medium,Yes,High,Rajkot
Organic,Garden Waste,High,No,Medium,Rajkot
Paper,Newspaper,High,No,Low,Rajkot
Plastic,PVC,High,Yes,Medium,Rajkot
Paper,Cardboard,Medium,No,Medium,Surat
Metal,Aluminium,Medium,Yes,High,Bhavnagar
Metal,Iron,Low,No,Low,Jamnagar
E-Waste,Battery,Low,No,Low,Gandhinagar
E-Waste,Circuit Board,Medium,Yes,Medium,Gandhinagar
E-Waste,Circuit Board,Low,No,Low,Gandhinagar
Plastic,PET,Medium,No,Medium,Gandhinagar
Plastic,PET,Medium,Yes,High,Bhavnagar
E-Waste,Battery,Medium,No,Medium,Surat
Metal,Iron,Medium,No,High,Surat
Metal,Steel,High,Yes,High,Surat
Paper,Office Paper,High,No,Low,Gandhinagar
E-Waste,Battery,Medium,Yes,Low,Rajkot
Organic,Food Waste,High,No,High,Rajkot
Metal,Aluminium,High,Yes,Low,Gandhinagar
Plastic,PVC,Low,No,Low,Surat
Organic,Garden Waste,High,No,Medium,Gandhinagar
E-Waste,Battery,Medium,No,Low,Gandhinagar
Metal,Steel,Medium,No,Medium,Surat
Paper,Office Paper,Low,Yes,Low,Jamnagar
Organic,Garden Waste,High,Yes,Medium,Surat
Paper,Newspaper,High,Yes,High,Jamnagar
E-Waste,Circuit Board,Medium,No,High,Vadodara
Metal,Iron,Medium,No,High,Jamnagar
Paper,Cardboard,High,Yes,Medium,Surat
Metal,Aluminium,Medium,No,Medium,Vadodara
E-Waste,Battery,Medium,Yes,Low,Rajkot
Plastic,HDPE,Medium,Yes,Low,Bhavnagar
Paper,Office Paper,High,Yes,High,Rajkot
Metal,Steel,High,No,Medium,Ahmedabad
Paper,Cardboard,Medium,No,Low,Vadodara
Organic,Biodegradable,High,Yes,Low,Bhavnagar
Paper,Cardboard,Low,No,Medium,Surat
E-Waste,Circuit Board,Low,Yes,Low,Surat
Paper,Office Paper,Low,Yes,Low,Jamnagar
Metal,Aluminium,Low,No,Medium,Jamnagar
Organic,Food Waste,High,No,Low,Jamnagar
Organic,Food Waste,Medium,Yes,High,Ahmedabad
Paper,Cardboard,Medium,Yes,Medium,Vadodara
Paper,Newspaper,High,No,Medium,Ahmedabad
Plastic,PET,High,Yes,Medium,Vadodara
Metal,Steel,Medium,Yes,Low,Surat
Metal,Iron,Low,Yes,High,Vadodara
Plastic,HDPE,High,No,High,Bhavnagar
Metal,Iron,High,Yes,High,Bhavnagar
Metal,Aluminium,Low,No,Low,Gandhinagar
Paper,Newspaper,High,Yes,Medium,Surat
E-Waste,Wires,Medium,No,High,Gandhinagar
Metal,Steel,Medium,No,High,Rajkot
Organic,Biodegradable,Medium,Yes,Medium,Vadodara
Organic,Food Waste,Medium,Yes,Low,Bhavnagar
Paper,Newspaper,Medium,Yes,High,Bhavnagar
Plastic,PET,High,Yes,Low,Surat
Organic,Biodegradable,High,Yes,Medium,Rajkot
Organic,Food Waste,High,No,Medium,Ahmedabad
E-Waste,Battery,High,Yes,High,Surat
Plastic,PVC,High,Yes,Low,Rajkot
Metal,Steel,High,Yes,Medium,Gandhinagar
Plastic,HDPE,Low,Yes,Medium,Jamnagar
Paper,Newspaper,High,Yes,High,Vadodara
Organic,Biodegradable,Medium,Yes,Medium,Ahmedabad
Plastic,PET,Medium,Yes,Low,Bhavnagar
E-Waste,Battery,High,No,High,Gandhinagar
Metal,Steel,Medium,No,High,Surat
Paper,Newspaper,High,Yes,Low,Surat
Organic,Biodegradable,Low,No,Low,Surat
Paper,Newspaper,Low,No,Low,Jamnagar
Organic,Food Waste,Low,Yes,Medium,Gandhinagar
Organic,Food Waste,High,Yes,Low,Vadodara
Plastic,PET,Medium,Yes,High,Vadodara
E-Waste,Circuit Board,Medium,No,High,Rajkot
E-Waste,Circuit Board,Low,Yes,High,Vadodara
Plastic,HDPE,Medium,No,Low,Jamnagar
Metal,Iron,Low,Yes,High,Gandhinagar
Paper,Cardboard,High,Yes,Low,Surat
Paper,Newspaper,Medium,No,Low,Jamnagar
Organic,Biodegradable,Low,Yes,High,Jamnagar
Organic,Food Waste,Low,No,Low,Gandhinagar
Plastic,PET,Low,No,Medium,Bhavnagar
Plastic,PET,High,No,High,Jamnagar
Paper,Office Paper,Medium,Yes,High,Jamnagar
E-Waste,Wires,Low,Yes,Low,Jamnagar
E-Waste,Battery,Medium,Yes,Medium,Rajkot
E-Waste,Wires,High,No,High,Gandhinagar
Metal,Iron,Medium,No,Low,Ahmedabad
Metal,Aluminium,High,Yes,Low,Gandhinagar
Paper,Newspaper,Low,Yes,High,Gandhinagar
Metal,Iron,Low,No,Medium,Surat
Organic,Food Waste,High,No,Low,Jamnagar
Organic,Biodegradable,Medium,Yes,Medium,Gandhinagar
Plastic,PET,High,Yes,Low,Rajkot
Plastic,PVC,Medium,No,High,Ahmedabad
Organic,Food Waste,High,Yes,Low,Jamnagar
E-Waste,Circuit Board,Low,No,Medium,Bhavnagar
E-Waste,Circuit Board,Low,No,Medium,Bhavnagar
Paper,Newspaper,Low,No,High,Jamnagar
Organic,Biodegradable,High,No,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,Low,Ahmedabad
Metal,Steel,Low,No,Low,Surat
E-Waste,Battery,Medium,Yes,Low,Vadodara
Plastic,PVC,Low,Yes,Low,Bhavnagar
Paper,Newspaper,Low,No,Low,Rajkot
E-Waste,Battery,High,No,Low,Jamnagar
Metal,Aluminium,High,Yes,High,Jamnagar
Plastic,PVC,Low,No,High,Surat
Paper,Newspaper,Low,Yes,Medium,Jamnagar
Plastic,PET,High,No,Low,Gandhinagar
Plastic,HDPE,Medium,Yes,High,Bhavnagar
Metal,Aluminium,Medium,Yes,Low,Bhavnagar
Paper,Newspaper,Medium,Yes,Low,Rajkot
Plastic,PET,Low,Yes,High,Surat
Metal,Iron,Low,Yes,Low,Jamnagar
Paper,Office Paper,Medium,Yes,Low,Vadodara
Plastic,PET,High,No,Low,Ahmedabad
Organic,Food Waste,Medium,Yes,High,Surat
Metal,Aluminium,High,No,Low,Gandhinagar
Plastic,PET,Low,Yes,Low,Surat
Organic,Garden Waste,Medium,Yes,High,Gandhinagar
Organic,Biodegradable,Low,Yes,Low,Gandhinagar
Paper,Newspaper,High,No,Low,Ahmedabad
Plastic,PET,Low,No,High,Surat
Plastic,HDPE,Medium,Yes,Medium,Bhavnagar
Plastic,PVC,High,Yes,High,Jamnagar
E-Waste,Wires,High,Yes,Medium,Rajkot
Paper,Newspaper,Medium,No,Medium,Vadodara
Organic,Biodegradable,High,Yes,Low,Surat
E-Waste,Circuit Board,High,No,High,Bhavnagar
E-Waste,Circuit Board,Low,No,Low,Rajkot
E-Waste,Battery,High,Yes,High,Gandhinagar
Paper,Office Paper,High,No,High,Gandhinagar
Organic,Garden Waste,Low,Yes,High,Surat
E-Waste,Battery,Medium,No,Low,Vadodara
Metal,Steel,Low,Yes,Low,Gandhinagar
Plastic,HDPE,High,Yes,High,Rajkot
Metal,Aluminium,Low,No,High,Gandhinagar
Organic,Food Waste,Low,Yes,Medium,Bhavnagar
E-Waste,Wires,Low,No,High,Vadodara
Organic,Biodegradable,Medium,No,Low,Vadodara
E-Waste,Wires,Medium,No,Medium,Surat
Metal,Aluminium,Medium,No,High,Jamnagar
Metal,Steel,Low,No,Low,Gandhinagar
Organic,Biodegradable,Low,No,Medium,Rajkot
Paper,Office Paper,Low,No,Low,Gandhinagar
Plastic,PVC,Medium,Yes,Low,Rajkot
Metal,Iron,High,Yes,Low,Vadodara
Organic,Food Waste,Low,No,Low,Gandhinagar
E-Waste,Circuit Board,High,No,Medium,Gandhinagar
E-Waste,Circuit Board,Low,Yes,Low,Surat
Metal,Aluminium,Medium,No,High,Rajkot
E-Waste,Wires,High,Yes,Medium,Rajkot
Paper,Cardboard,High,Yes,Medium,Jamnagar
Organic,Biodegradable,Medium,Yes,Medium,Vadodara
Organic,Biodegradable,High,No,High,Bhavnagar
Metal,Iron,Low,No,High,Rajkot
Metal,Aluminium,High,No,High,Bhavnagar
E-Waste,Circuit Board,Low,No,High,Jamnagar
Plastic,HDPE,High,Yes,Low,Vadodara
Organic,Food Waste,Low,Yes,Low,Surat
Paper,Office Paper,Low,No,Low,Gandhinagar
Organic,Biodegradable,High,No,Low,Bhavnagar
Paper,Cardboard,High,No,Medium,Gandhinagar
Organic,Food Waste,Medium,Yes,High,Jamnagar
Paper,Newspaper,Low,No,Medium,Ahmedabad
Organic,Biodegradable,High,No,Low,Rajkot
E-Waste,Circuit Board,Low,No,Low,Surat
Organic,Garden Waste,Medium,No,Medium,Surat
E-Waste,Wires,Medium,No,Low,Gandhinagar
Metal,Aluminium,Low,Yes,Medium,Gandhinagar
E-Waste,Battery,Medium,No,Low,Rajkot
Organic,Biodegradable,High,Yes,Low,Ahmedabad
E-Waste,Battery,High,No,High,Bhavnagar
Metal,Aluminium,Medium,No,High,Gandhinagar
E-Waste,Wires,High,No,Medium,Vadodara
Organic,Biodegradable,Medium,Yes,Low,Ahmedabad
Plastic,PET,High,No,Medium,Jamnagar
Plastic,PET,High,No,High,Surat
Organic,Biodegradable,Low,No,Low,Rajkot
E-Waste,Battery,Low,Yes,High,Jamnagar
Metal,Aluminium,Low,No,High,Bhavnagar
Organic,Garden Waste,Medium,No,Low,Vadodara
Plastic,PVC,High,No,High,Surat
Plastic,PET,Low,No,High,Bhavnagar
Organic,Biodegradable,Medium,No,Medium,Bhavnagar
Plastic,PET,High,Yes,High,Ahmedabad
Paper,Newspaper,Low,No,Medium,Gandhinagar
E-Waste,Battery,High,No,High,Rajkot
E-Waste,Wires,High,Yes,Low,Gandhinagar
E-Waste,Battery,Low,No,Low,Rajkot
Paper,Newspaper,Medium,No,Low,Gandhinagar
Plastic,HDPE,Medium,Yes,Low,Rajkot
Plastic,HDPE,High,No,Low,Vadodara
Organic,Biodegradable,High,Yes,Low,Bhavnagar
Plastic,PET,Medium,Yes,Medium,Rajkot
Organic,Food Waste,High,Yes,Low,Ahmedabad
Paper,Cardboard,Medium,Yes,Low,Bhavnagar
E-Waste,Circuit Board,Medium,Yes,High,Gandhinagar
Paper,Cardboard,Medium,No,Medium,Bhavnagar
E-Waste,Circuit Board,High,No,Medium,Vadodara
Organic,Biodegradable,Medium,No,Low,Ahmedabad
Organic,Food Waste,High,Yes,Medium,Ahmedabad
Metal,Aluminium,High,No,Medium,Surat
Paper,Office Paper,Low,Yes,High,Jamnagar
E-Waste,Battery,Medium,Yes,High,Vadodara
Metal,Steel,Low,No,Medium,Bhavnagar
Plastic,PET,Medium,No,Medium,Bhavnagar
Paper,Office Paper,High,No,Medium,Rajkot
Plastic,PET,Medium,Yes,High,Gandhinagar
Plastic,PVC,High,Yes,Medium,Jamnagar
Organic,Garden Waste,High,Yes,Medium,Ahmedabad
Organic,Garden Waste,Low,No,High,Surat
Organic,Garden Waste,Low,Yes,Low,Jamnagar
Plastic,PVC,Low,Yes,Low,Ahmedabad
E-Waste,Battery,Medium,Yes,High,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Gandhinagar
Metal,Aluminium,Medium,Yes,High,Gandhinagar
Organic,Food Waste,Medium,Yes,Medium,Rajkot
Metal,Iron,Medium,No,Low,Gandhinagar
Plastic,PET,Low,No,High,Gandhinagar
E-Waste,Wires,Low,Yes,Medium,Jamnagar
E-Waste,Circuit Board,Low,No,Medium,Surat
E-Waste,Wires,Low,No,Medium,Bhavnagar
Plastic,PVC,High,No,Medium,Surat
Plastic,PET,High,Yes,Medium,Gandhinagar
Paper,Office Paper,High,Yes,Low,Bhavnagar
Plastic,PET,Low,No,High,Rajkot
Paper,Office Paper,Medium,Yes,High,Vadodara
Plastic,PVC,Medium,No,Medium,Vadodara
Paper,Office Paper,Low,Yes,Medium,Bhavnagar
E-Waste,Battery,High,No,High,Bhavnagar
E-Waste,Battery,Medium,Yes,Medium,Vadodara
E-Waste,Battery,High,Yes,High,Surat
E-Waste,Circuit Board,Medium,Yes,Low,Bhavnagar
Metal,Aluminium,Medium,No,Low,Gandhinagar
Organic,Biodegradable,Low,Yes,Medium,Vadodara
Plastic,HDPE,Low,Yes,Medium,Jamnagar
Metal,Aluminium,Medium,Yes,High,Surat
Plastic,PET,High,Yes,Low,Surat
Paper,Office Paper,Low,No,Low,Bhavnagar
Paper,Cardboard,High,No,Low,Jamnagar
Metal,Aluminium,Low,Yes,Medium,Rajkot
Plastic,HDPE,Medium,Yes,High,Surat
Metal,Iron,Medium,Yes,Medium,Gandhinagar
E-Waste,Battery,Medium,No,Medium,Gandhinagar
E-Waste,Circuit Board,Medium,No,Low,Rajkot
Plastic,PET,Medium,No,Medium,Gandhinagar
Paper,Cardboard,Low,No,Medium,Vadodara
Plastic,HDPE,Low,Yes,Medium,Ahmedabad
E-Waste,Circuit Board,Low,No,Low,Ahmedabad
Metal,Aluminium,High,Yes,Medium,Surat
E-Waste,Circuit Board,Low,Yes,Low,Gandhinagar
E-Waste,Circuit Board,High,Yes,High,Gandhinagar
Plastic,PVC,Medium,No,Low,Vadodara
Organic,Garden Waste,Low,No,High,Rajkot
Metal,Steel,Low,Yes,Low,Bhavnagar
E-Waste,Circuit Board,High,No,Low,Jamnagar
E-Waste,Battery,High,No,Low,Ahmedabad
Metal,Iron,Low,No,Low,Surat
Plastic,PET,High,No,Low,Vadodara
E-Waste,Battery,Low,No,Medium,Vadodara
Plastic,HDPE,Low,Yes,Low,Gandhinagar
E-Waste,Wires,Medium,Yes,Low,Vadodara
Plastic,PVC,High,No,Medium,Bhavnagar
Paper,Cardboard,High,No,Low,Vadodara
Paper,Newspaper,High,Yes,Low,Gandhinagar
Metal,Aluminium,High,No,Low,Ahmedabad
Paper,Newspaper,Medium,Yes,High,Vadodara
Paper,Newspaper,High,Yes,Low,Vadodara
Organic,Food Waste,Medium,No,High,Rajkot
Paper,Newspaper,High,No,High,Surat
Organic,Garden Waste,Low,Yes,Medium,Bhavnagar
Metal,Steel,High,No,Low,Ahmedabad
Metal,Steel,High,No,Medium,Ahmedabad
Organic,Biodegradable,Medium,Yes,Medium,Bhavnagar
Metal,Steel,Low,No,High,Ahmedabad
Paper,Office Paper,Low,No,High,Gandhinagar
Organic,Biodegradable,Medium,No,High,Gandhinagar
E-Waste,Circuit Board,High,No,Medium,Bhavnagar
Plastic,HDPE,Medium,No,Medium,Ahmedabad
Organic,Biodegradable,Medium,No,High,Bhavnagar
E-Waste,Circuit Board,Low,No,Medium,Surat
Metal,Iron,High,Yes,Low,Bhavnagar
Organic,Food Waste,Low,No,Low,Surat
Paper,Office Paper,High,Yes,High,Gandhinagar
Paper,Office Paper,Medium,Yes,Low,Vadodara
E-Waste,Battery,Medium,No,Medium,Ahmedabad
Organic,Garden Waste,Low,No,Medium,Surat
Paper,Office Paper,Low,Yes,High,Gandhinagar
E-Waste,Circuit Board,Medium,No,Medium,Gandhinagar
Organic,Food Waste,Medium,No,High,Surat
E-Waste,Battery,High,No,Low,Rajkot
Metal,Iron,Medium,No,Low,Gandhinagar
E-Waste,Circuit Board,Medium,No,Low,Vadodara
E-Waste,Circuit Board,Low,No,Low,Vadodara
E-Waste,Circuit Board,Medium,No,High,Gandhinagar
Metal,Iron,Medium,No,Medium,Bhavnagar
Plastic,HDPE,High,No,Low,Jamnagar
Paper,Newspaper,Medium,No,Low,Surat
Metal,Steel,High,No,High,Bhavnagar
Metal,Aluminium,High,No,Medium,Surat
Plastic,HDPE,High,No,High,Vadodara
